id,comcode,policynum,Agency,ridernum,plancode,comkey,lastName,firstName,fullname,dob,gender,poltype,crole,age,IssueDate,ADDR1,ADDR2,CITY,MOBILE,FATHERNAME,clttype,ben_seq_no,remarks,RRN,NID,CLNTID
115,150,1000115,NULL,1,3PP000018,KEY1115,HOSSAIN,TAREK,"HOSSAIN, TAREK",1986-04-18,M,A,0,35,2020-04-25,House 115,Road 115,Sylhet,880171000115,MANNAN,CLNT,1,NULL,NULL,NULL,2000115
116,150,1000116,NULL,1,3PP000018,KEY1116,BEGUM,KAMAL,"BEGUM, KAMAL",1992-09-20,F,A,0,38,2020-04-26,House 116,Road 116,Rangpur,880171000116,SALAM,CLNT,1,NULL,NULL,NULL,2000116
117,150,1000117,NULL,1,3PP000018,KEY1117,MIA,FAHIM,"MIA, FAHIM",1988-04-27,F,A,0,30,2020-04-27,House 117,Road 117,Chittagong,880171000117,KARIM,CLNT,1,NULL,NULL,NULL,2000117
118,150,1000118,NULL,1,3PP000018,KEY1118,ISLAM,RUBEL,"ISLAM, RUBEL",1994-10-06,F,A,0,36,2020-04-28,House 118,Road 118,Rajshahi,880171000118,AKBAR,CLNT,1,NULL,NULL,NULL,2000118
119,150,1000119,NULL,1,3PP000018,KEY1119,MIA,RUBEL,"MIA, RUBEL",1986-04-28,F,A,0,31,2020-04-29,House 119,Road 119,Barisal,880171000119,KUDDUS,CLNT,1,NULL,NULL,NULL,2000119
120,150,1000120,NULL,1,3PP000018,KEY1120,ISLAM,TAREK,"ISLAM, TAREK",1997-10-13,F,A,0,31,2020-04-30,House 120,Road 120,Rangpur,880171000120,AKBAR,CLNT,1,NULL,NULL,NULL,2000120
121,150,1000121,NULL,1,3PP000018,KEY1121,MIA,TAREK,"MIA, TAREK",1997-07-01,F,A,0,36,2020-05-01,House 121,Road 121,Barisal,880171000121,MANNAN,CLNT,1,NULL,NULL,NULL,2000121
122,150,1000122,NULL,1,3PP000018,KEY1122,RAHMAN,NAIM,"RAHMAN, NAIM",1990-12-27,F,A,0,25,2020-05-02,House 122,Road 122,Rangpur,880171000122,RAFIQ,CLNT,1,NULL,NULL,NULL,2000122
123,150,1000123,NULL,1,3PP000018,KEY1123,SULTAN,FAHIM,"SULTAN, FAHIM",1987-10-07,F,A,0,40,2020-05-03,House 123,Road 123,Khulna,880171000123,RAFIQ,CLNT,1,NULL,NULL,NULL,2000123
124,150,1000124,NULL,1,3PP000018,KEY1124,BEGUM,TAREK,"BEGUM, TAREK",1990-11-24,F,A,0,26,2020-05-04,House 124,Road 124,Rajshahi,880171000124,KUDDUS,CLNT,1,NULL,NULL,NULL,2000124
125,150,1000125,NULL,1,3PP000018,KEY1125,RAHMAN,FAHIM,"RAHMAN, FAHIM",1996-07-25,M,A,0,33,2020-05-05,House 125,Road 125,Barisal,880171000125,RAFIQ,CLNT,1,NULL,NULL,NULL,2000125
126,150,1000126,NULL,1,3PP000018,KEY1126,BEGUM,IMRAN,"BEGUM, IMRAN",1991-06-17,F,A,0,43,2020-05-06,House 126,Road 126,Khulna,880171000126,AKBAR,CLNT,1,NULL,NULL,NULL,2000126
127,150,1000127,NULL,1,3PP000018,KEY1127,ISLAM,NAIM,"ISLAM, NAIM",1989-04-22,M,A,0,32,2020-05-07,House 127,Road 127,Dhaka,880171000127,AKBAR,CLNT,1,NULL,NULL,NULL,2000127
128,150,1000128,NULL,1,3PP000018,KEY1128,MIA,RUBEL,"MIA, RUBEL",1994-10-15,F,A,0,33,2020-05-08,House 128,Road 128,Sylhet,880171000128,AKBAR,CLNT,1,NULL,NULL,NULL,2000128
129,150,1000129,NULL,1,3PP000018,KEY1129,KHAN,FAHIM,"KHAN, FAHIM",1993-05-09,F,A,0,35,2020-05-09,House 129,Road 129,Chittagong,880171000129,AKBAR,CLNT,1,NULL,NULL,NULL,2000129
130,150,1000130,NULL,1,3PP000018,KEY1130,BEGUM,ALI,"BEGUM, ALI",1986-07-15,F,A,0,44,2020-05-10,House 130,Road 130,Khulna,880171000130,KARIM,CLNT,1,NULL,NULL,NULL,2000130
131,150,1000131,NULL,1,3PP000018,KEY1131,SULTAN,NAIM,"SULTAN, NAIM",1990-08-29,M,A,0,38,2020-05-11,House 131,Road 131,Sylhet,880171000131,JALAL,CLNT,1,NULL,NULL,NULL,2000131
132,150,1000132,NULL,1,3PP000018,KEY1132,RAHMAN,NAIM,"RAHMAN, NAIM",1997-11-20,M,A,0,44,2020-05-12,House 132,Road 132,Rangpur,880171000132,MANNAN,CLNT,1,NULL,NULL,NULL,2000132
133,150,1000133,NULL,1,3PP000018,KEY1133,AKTER,RAHIM,"AKTER, RAHIM",1994-06-07,F,A,0,40,2020-05-13,House 133,Road 133,Rajshahi,880171000133,AKBAR,CLNT,1,NULL,NULL,NULL,2000133
134,150,1000134,NULL,1,3PP000018,KEY1134,AKTER,FAHIM,"AKTER, FAHIM",1987-05-17,F,A,0,35,2020-05-14,House 134,Road 134,Chittagong,880171000134,RAFIQ,CLNT,1,NULL,NULL,NULL,2000134
135,150,1000135,NULL,1,3PP000018,KEY1135,MIA,KAMAL,"MIA, KAMAL",1985-06-18,M,A,0,33,2020-05-15,House 135,Road 135,Sylhet,880171000135,RAFIQ,CLNT,1,NULL,NULL,NULL,2000135
136,150,1000136,NULL,1,3PP000018,KEY1136,SULTAN,TAREK,"SULTAN, TAREK",1995-09-07,M,A,0,37,2020-05-16,House 136,Road 136,Barisal,880171000136,MANNAN,CLNT,1,NULL,NULL,NULL,2000136
137,150,1000137,NULL,1,3PP000018,KEY1137,RAHMAN,KAMAL,"RAHMAN, KAMAL",1997-09-06,F,A,0,28,2020-05-17,House 137,Road 137,Khulna,880171000137,MANNAN,CLNT,1,NULL,NULL,NULL,2000137
138,150,1000138,NULL,1,3PP000018,KEY1138,MIA,KAMAL,"MIA, KAMAL",1993-12-29,F,A,0,35,2020-05-18,House 138,Road 138,Rajshahi,880171000138,KARIM,CLNT,1,NULL,NULL,NULL,2000138
139,150,1000139,NULL,1,3PP000018,KEY1139,MIA,FAHIM,"MIA, FAHIM",1987-02-08,F,A,0,34,2020-05-19,House 139,Road 139,Chittagong,880171000139,KARIM,CLNT,1,NULL,NULL,NULL,2000139
140,150,1000140,NULL,1,3PP000018,KEY1140,RAHMAN,RAHIM,"RAHMAN, RAHIM",1995-03-11,M,A,0,33,2020-05-20,House 140,Road 140,Rajshahi,880171000140,RAFIQ,CLNT,1,NULL,NULL,NULL,2000140
141,150,1000141,NULL,1,3PP000018,KEY1141,MIA,IMRAN,"MIA, IMRAN",1986-03-06,M,A,0,42,2020-05-21,House 141,Road 141,Sylhet,880171000141,AKBAR,CLNT,1,NULL,NULL,NULL,2000141
142,150,1000142,NULL,1,3PP000018,KEY1142,BEGUM,TAREK,"BEGUM, TAREK",1992-03-11,M,A,0,25,2020-05-22,House 142,Road 142,Sylhet,880171000142,HASAN,CLNT,1,NULL,NULL,NULL,2000142
143,150,1000143,NULL,1,3PP000018,KEY1143,KHAN,TAREK,"KHAN, TAREK",1996-12-08,M,A,0,28,2020-05-23,House 143,Road 143,Rajshahi,880171000143,RAFIQ,CLNT,1,NULL,NULL,NULL,2000143
144,150,1000144,NULL,1,3PP000018,KEY1144,KHAN,KAMAL,"KHAN, KAMAL",1995-07-06,M,A,0,36,2020-05-24,House 144,Road 144,Dhaka,880171000144,AKBAR,CLNT,1,NULL,NULL,NULL,2000144
145,150,1000145,NULL,1,3PP000018,KEY1145,HOSSAIN,RUBEL,"HOSSAIN, RUBEL",1988-03-11,M,A,0,36,2020-05-25,House 145,Road 145,Dhaka,880171000145,MANNAN,CLNT,1,NULL,NULL,NULL,2000145
146,150,1000146,NULL,1,3PP000018,KEY1146,BEGUM,RUBEL,"BEGUM, RUBEL",1993-01-03,M,A,0,36,2020-05-26,House 146,Road 146,Rangpur,880171000146,JALAL,CLNT,1,NULL,NULL,NULL,2000146
147,150,1000147,NULL,1,3PP000018,KEY1147,MIA,ALI,"MIA, ALI",1987-03-20,M,A,0,37,2020-05-27,House 147,Road 147,Chittagong,880171000147,KARIM,CLNT,1,NULL,NULL,NULL,2000147
148,150,1000148,NULL,1,3PP000018,KEY1148,KHAN,FAHIM,"KHAN, FAHIM",1997-12-16,F,A,0,27,2020-05-28,House 148,Road 148,Barisal,880171000148,RAFIQ,CLNT,1,NULL,NULL,NULL,2000148
149,150,1000149,NULL,1,3PP000018,KEY1149,ISLAM,FAHIM,"ISLAM, FAHIM",1985-12-30,M,A,0,38,2020-05-29,House 149,Road 149,Chittagong,880171000149,MANNAN,CLNT,1,NULL,NULL,NULL,2000149
150,150,1000150,NULL,1,3PP000018,KEY1150,BEGUM,IMRAN,"BEGUM, IMRAN",1993-01-09,F,A,0,34,2020-05-30,House 150,Road 150,Rangpur,880171000150,SALAM,CLNT,1,NULL,NULL,NULL,2000150
151,150,1000151,NULL,1,3PP000018,KEY1151,AKTER,TAREK,"AKTER, TAREK",1985-08-03,M,A,0,31,2020-05-31,House 151,Road 151,Khulna,880171000151,RAFIQ,CLNT,1,NULL,NULL,NULL,2000151
152,150,1000152,NULL,1,3PP000018,KEY1152,KHAN,ALI,"KHAN, ALI",1992-10-15,M,A,0,44,2020-06-01,House 152,Road 152,Rangpur,880171000152,KUDDUS,CLNT,1,NULL,NULL,NULL,2000152
153,150,1000153,NULL,1,3PP000018,KEY1153,RAHMAN,KAMAL,"RAHMAN, KAMAL",1986-01-10,M,A,0,45,2020-06-02,House 153,Road 153,Barisal,880171000153,AKBAR,CLNT,1,NULL,NULL,NULL,2000153
154,150,1000154,NULL,1,3PP000018,KEY1154,BEGUM,NAIM,"BEGUM, NAIM",1987-05-09,M,A,0,35,2020-06-03,House 154,Road 154,Rajshahi,880171000154,SALAM,CLNT,1,NULL,NULL,NULL,2000154
155,150,1000155,NULL,1,3PP000018,KEY1155,ISLAM,NAIM,"ISLAM, NAIM",1991-07-31,F,A,0,29,2020-06-04,House 155,Road 155,Barisal,880171000155,KUDDUS,CLNT,1,NULL,NULL,NULL,2000155
156,150,1000156,NULL,1,3PP000018,KEY1156,MIA,TAREK,"MIA, TAREK",1993-05-29,F,A,0,37,2020-06-05,House 156,Road 156,Dhaka,880171000156,SALAM,CLNT,1,NULL,NULL,NULL,2000156
157,150,1000157,NULL,1,3PP000018,KEY1157,KHAN,ALI,"KHAN, ALI",1989-09-29,M,A,0,41,2020-06-06,House 157,Road 157,Barisal,880171000157,KUDDUS,CLNT,1,NULL,NULL,NULL,2000157
158,150,1000158,NULL,1,3PP000018,KEY1158,AKTER,RAHIM,"AKTER, RAHIM",1991-04-16,F,A,0,43,2020-06-07,House 158,Road 158,Barisal,880171000158,JALAL,CLNT,1,NULL,NULL,NULL,2000158
159,150,1000159,NULL,1,3PP000018,KEY1159,ISLAM,TAREK,"ISLAM, TAREK",1996-07-14,F,A,0,37,2020-06-08,House 159,Road 159,Sylhet,880171000159,MANNAN,CLNT,1,NULL,NULL,NULL,2000159
160,150,1000160,NULL,1,3PP000018,KEY1160,HOSSAIN,ALI,"HOSSAIN, ALI",1993-02-06,F,A,0,29,2020-06-09,House 160,Road 160,Dhaka,880171000160,KUDDUS,CLNT,1,NULL,NULL,NULL,2000160
161,150,1000161,NULL,1,3PP000018,KEY1161,SULTAN,ALI,"SULTAN, ALI",1998-03-11,F,A,0,42,2020-06-10,House 161,Road 161,Rangpur,880171000161,KUDDUS,CLNT,1,NULL,NULL,NULL,2000161
162,150,1000162,NULL,1,3PP000018,KEY1162,KHAN,IMRAN,"KHAN, IMRAN",1992-07-28,F,A,0,30,2020-06-11,House 162,Road 162,Dhaka,880171000162,JALAL,CLNT,1,NULL,NULL,NULL,2000162
163,150,1000163,NULL,1,3PP000018,KEY1163,BEGUM,NAIM,"BEGUM, NAIM",1992-05-29,F,A,0,28,2020-06-12,House 163,Road 163,Khulna,880171000163,RAFIQ,CLNT,1,NULL,NULL,NULL,2000163
164,150,1000164,NULL,1,3PP000018,KEY1164,SULTAN,TAREK,"SULTAN, TAREK",1991-01-30,M,A,0,27,2020-06-13,House 164,Road 164,Rajshahi,880171000164,JALAL,CLNT,1,NULL,NULL,NULL,2000164
165,150,1000165,NULL,1,3PP000018,KEY1165,MIA,RUBEL,"MIA, RUBEL",1996-03-18,F,A,0,27,2020-06-14,House 165,Road 165,Dhaka,880171000165,MANNAN,CLNT,1,NULL,NULL,NULL,2000165
166,150,1000166,NULL,1,3PP000018,KEY1166,SULTAN,FAHIM,"SULTAN, FAHIM",1994-03-06,M,A,0,43,2020-06-15,House 166,Road 166,Rajshahi,880171000166,KARIM,CLNT,1,NULL,NULL,NULL,2000166
167,150,1000167,NULL,1,3PP000018,KEY1167,RAHMAN,IMRAN,"RAHMAN, IMRAN",1990-10-30,F,A,0,30,2020-06-16,House 167,Road 167,Rangpur,880171000167,SALAM,CLNT,1,NULL,NULL,NULL,2000167
168,150,1000168,NULL,1,3PP000018,KEY1168,KHAN,KAMAL,"KHAN, KAMAL",1995-04-05,M,A,0,35,2020-06-17,House 168,Road 168,Sylhet,880171000168,AKBAR,CLNT,1,NULL,NULL,NULL,2000168
169,150,1000169,NULL,1,3PP000018,KEY1169,SULTAN,KAMAL,"SULTAN, KAMAL",1994-03-27,F,A,0,32,2020-06-18,House 169,Road 169,Barisal,880171000169,SALAM,CLNT,1,NULL,NULL,NULL,2000169
170,150,1000170,NULL,1,3PP000018,KEY1170,AKTER,KAMAL,"AKTER, KAMAL",1987-07-30,M,A,0,26,2020-06-19,House 170,Road 170,Rajshahi,880171000170,JALAL,CLNT,1,NULL,NULL,NULL,2000170
171,150,1000171,NULL,1,3PP000018,KEY1171,KHAN,IMRAN,"KHAN, IMRAN",1993-09-22,F,A,0,36,2020-06-20,House 171,Road 171,Khulna,880171000171,SALAM,CLNT,1,NULL,NULL,NULL,2000171
172,150,1000172,NULL,1,3PP000018,KEY1172,ISLAM,FAHIM,"ISLAM, FAHIM",1986-09-08,M,A,0,31,2020-06-21,House 172,Road 172,Dhaka,880171000172,SALAM,CLNT,1,NULL,NULL,NULL,2000172
173,150,1000173,NULL,1,3PP000018,KEY1173,SULTAN,IMRAN,"SULTAN, IMRAN",1998-03-16,M,A,0,40,2020-06-22,House 173,Road 173,Chittagong,880171000173,KARIM,CLNT,1,NULL,NULL,NULL,2000173
174,150,1000174,NULL,1,3PP000018,KEY1174,SULTAN,NAIM,"SULTAN, NAIM",1988-07-07,M,A,0,25,2020-06-23,House 174,Road 174,Khulna,880171000174,AKBAR,CLNT,1,NULL,NULL,NULL,2000174
175,150,1000175,NULL,1,3PP000018,KEY1175,BEGUM,FAHIM,"BEGUM, FAHIM",1996-05-15,M,A,0,34,2020-06-24,House 175,Road 175,Dhaka,880171000175,HASAN,CLNT,1,NULL,NULL,NULL,2000175
176,150,1000176,NULL,1,3PP000018,KEY1176,MIA,RUBEL,"MIA, RUBEL",1990-03-06,F,A,0,28,2020-06-25,House 176,Road 176,Khulna,880171000176,AKBAR,CLNT,1,NULL,NULL,NULL,2000176
177,150,1000177,NULL,1,3PP000018,KEY1177,RAHMAN,NAIM,"RAHMAN, NAIM",1985-10-04,F,A,0,41,2020-06-26,House 177,Road 177,Sylhet,880171000177,KARIM,CLNT,1,NULL,NULL,NULL,2000177
178,150,1000178,NULL,1,3PP000018,KEY1178,ISLAM,ALI,"ISLAM, ALI",1995-04-01,M,A,0,32,2020-06-27,House 178,Road 178,Dhaka,880171000178,RAFIQ,CLNT,1,NULL,NULL,NULL,2000178
179,150,1000179,NULL,1,3PP000018,KEY1179,SULTAN,TAREK,"SULTAN, TAREK",1998-03-03,F,A,0,45,2020-06-28,House 179,Road 179,Sylhet,880171000179,KUDDUS,CLNT,1,NULL,NULL,NULL,2000179
180,150,1000180,NULL,1,3PP000018,KEY1180,KHAN,RAHIM,"KHAN, RAHIM",1989-06-05,M,A,0,27,2020-06-29,House 180,Road 180,Dhaka,880171000180,JALAL,CLNT,1,NULL,NULL,NULL,2000180
181,150,1000181,NULL,1,3PP000018,KEY1181,KHAN,RUBEL,"KHAN, RUBEL",1987-01-07,F,A,0,36,2020-06-30,House 181,Road 181,Dhaka,880171000181,SALAM,CLNT,1,NULL,NULL,NULL,2000181
182,150,1000182,NULL,1,3PP000018,KEY1182,RAHMAN,TAREK,"RAHMAN, TAREK",1986-10-24,M,A,0,33,2020-07-01,House 182,Road 182,Rangpur,880171000182,SALAM,CLNT,1,NULL,NULL,NULL,2000182
183,150,1000183,NULL,1,3PP000018,KEY1183,AKTER,RAHIM,"AKTER, RAHIM",1996-03-06,F,A,0,29,2020-07-02,House 183,Road 183,Khulna,880171000183,MANNAN,CLNT,1,NULL,NULL,NULL,2000183
184,150,1000184,NULL,1,3PP000018,KEY1184,KHAN,RUBEL,"KHAN, RUBEL",1989-07-06,F,A,0,29,2020-07-03,House 184,Road 184,Chittagong,880171000184,MANNAN,CLNT,1,NULL,NULL,NULL,2000184
185,150,1000185,NULL,1,3PP000018,KEY1185,ISLAM,RAHIM,"ISLAM, RAHIM",1991-09-24,F,A,0,27,2020-07-04,House 185,Road 185,Barisal,880171000185,JALAL,CLNT,1,NULL,NULL,NULL,2000185
186,150,1000186,NULL,1,3PP000018,KEY1186,ISLAM,RAHIM,"ISLAM, RAHIM",1996-08-20,M,A,0,35,2020-07-05,House 186,Road 186,Sylhet,880171000186,HASAN,CLNT,1,NULL,NULL,NULL,2000186
187,150,1000187,NULL,1,3PP000018,KEY1187,SULTAN,NAIM,"SULTAN, NAIM",1997-02-09,F,A,0,45,2020-07-06,House 187,Road 187,Rangpur,880171000187,JALAL,CLNT,1,NULL,NULL,NULL,2000187
188,150,1000188,NULL,1,3PP000018,KEY1188,AKTER,KAMAL,"AKTER, KAMAL",1996-02-14,F,A,0,45,2020-07-07,House 188,Road 188,Khulna,880171000188,JALAL,CLNT,1,NULL,NULL,NULL,2000188
189,150,1000189,NULL,1,3PP000018,KEY1189,MIA,ALI,"MIA, ALI",1997-03-13,F,A,0,41,2020-07-08,House 189,Road 189,Sylhet,880171000189,SALAM,CLNT,1,NULL,NULL,NULL,2000189
190,150,1000190,NULL,1,3PP000018,KEY1190,BEGUM,KAMAL,"BEGUM, KAMAL",1998-05-20,F,A,0,37,2020-07-09,House 190,Road 190,Dhaka,880171000190,JALAL,CLNT,1,NULL,NULL,NULL,2000190
191,150,1000191,NULL,1,3PP000018,KEY1191,RAHMAN,KAMAL,"RAHMAN, KAMAL",1998-09-03,M,A,0,45,2020-07-10,House 191,Road 191,Sylhet,880171000191,HASAN,CLNT,1,NULL,NULL,NULL,2000191
192,150,1000192,NULL,1,3PP000018,KEY1192,BEGUM,FAHIM,"BEGUM, FAHIM",1992-12-25,F,A,0,27,2020-07-11,House 192,Road 192,Khulna,880171000192,AKBAR,CLNT,1,NULL,NULL,NULL,2000192
193,150,1000193,NULL,1,3PP000018,KEY1193,ISLAM,KAMAL,"ISLAM, KAMAL",1985-12-23,M,A,0,28,2020-07-12,House 193,Road 193,Khulna,880171000193,KARIM,CLNT,1,NULL,NULL,NULL,2000193
194,150,1000194,NULL,1,3PP000018,KEY1194,RAHMAN,RAHIM,"RAHMAN, RAHIM",1990-07-21,F,A,0,32,2020-07-13,House 194,Road 194,Khulna,880171000194,MANNAN,CLNT,1,NULL,NULL,NULL,2000194
195,150,1000195,NULL,1,3PP000018,KEY1195,SULTAN,RUBEL,"SULTAN, RUBEL",1996-11-17,M,A,0,25,2020-07-14,House 195,Road 195,Sylhet,880171000195,AKBAR,CLNT,1,NULL,NULL,NULL,2000195
196,150,1000196,NULL,1,3PP000018,KEY1196,BEGUM,NAIM,"BEGUM, NAIM",1991-06-19,M,A,0,27,2020-07-15,House 196,Road 196,Sylhet,880171000196,KUDDUS,CLNT,1,NULL,NULL,NULL,2000196
197,150,1000197,NULL,1,3PP000018,KEY1197,MIA,NAIM,"MIA, NAIM",1996-12-04,M,A,0,36,2020-07-16,House 197,Road 197,Barisal,880171000197,HASAN,CLNT,1,NULL,NULL,NULL,2000197
198,150,1000198,NULL,1,3PP000018,KEY1198,BEGUM,TAREK,"BEGUM, TAREK",1997-04-03,M,A,0,40,2020-07-17,House 198,Road 198,Barisal,880171000198,RAFIQ,CLNT,1,NULL,NULL,NULL,2000198
199,150,1000199,NULL,1,3PP000018,KEY1199,AKTER,RUBEL,"AKTER, RUBEL",1988-06-25,F,A,0,26,2020-07-18,House 199,Road 199,Rangpur,880171000199,KARIM,CLNT,1,NULL,NULL,NULL,2000199
200,150,1000200,NULL,1,3PP000018,KEY1200,MIA,FAHIM,"MIA, FAHIM",1996-10-17,F,A,0,33,2020-07-19,House 200,Road 200,Khulna,880171000200,RAFIQ,CLNT,1,NULL,NULL,NULL,2000200
